Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.1,12.97,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Machhlishahr,North,India,2013-06-04,2013-06-06,-571.5555999999999,3,37.12
High,0.07,363.25,19.99,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Chhattisgarh,Kanker,North,India,2013-06-05,2013-06-07,251.16,5,1756.68
High,0.09,363.25,19.99,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Tamil Nadu,Vellore,South,India,2013-06-07,2013-06-10,223.44119999999998,1,343.78
Not Specified,0.03,22.98,7.58,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Tamil Nadu,Vellore,South,India,2013-06-07,2013-06-09,231.48,13,315.86
High,0.07,4.06,6.89,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Mathura,North,India,2013-06-07,2013-06-09,-92.16799999999999,8,32.71
High,0.1,1.26,0.7,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Mathura,North,India,2013-06-07,2013-06-08,-5.424,4,5.18
High,0.06,328.14,91.05,Delivery Truck,Restaurant Chain,Processed Meat,Jelly Fish,Jumbo Drum,Madhya Pradesh,Rewa,West,India,2013-06-08,2013-06-09,-473.66,3,1108.2
Not Specified,0.0001,65.99,5.26,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,2013-06-08,2013-06-09,791.901,72,4126.07
High,0.02,4.84,0.71,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Assam,Abhayapuri,East,India,2013-06-08,2013-06-08,-4.5200000000000005,1,5.24
High,0.1,1.6,1.29,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Ganganagar,West,India,2013-06-08,2013-06-09,-14.224,15,23.82
Not Specified,0.09,19.98,10.49,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Uttar Pradesh,Bahraich,North,India,2013-06-09,2013-06-10,31.524,9,177.39
High,0.01,9.78,5.76,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Kerala,Alleppey,South,India,2013-06-10,2013-06-11,661.1400000000001,1,11.89
High,0.04,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Kerala,Alleppey,South,India,2013-06-10,2013-06-12,-606.6062002000001,4,85.37
Medium,0.01,145.98,51.92,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Kerala,Alleppey,South,India,2013-06-10,2013-06-12,176.52599999999998,1,166.16
High,0.09,46.89,5.1,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Medium Box,Maharashtra,Aurangabad,West,India,2013-06-12,2013-06-14,446.46449999999993,14,647.05
Critical,0.05,6.64,4.95,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Maharashtra,Aurangabad,West,India,2013-06-12,2013-06-13,-30.432,19,131.32
High,0.07,16.51,2.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Orissa,Puri,East,India,2013-06-13,2013-06-14,164.46149999999997,15,238.35
High,0.01,55.48,6.79,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Orissa,Puri,East,India,2013-06-13,2013-06-14,313.98449999999997,8,455.05
High,0.03,78.8,35.0,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,Orissa,Puri,East,India,2013-06-13,2013-06-14,-878.376,17,1351.62
High,0.01,2.08,1.49,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Valsad,West,India,2013-06-13,2013-06-14,-130.56119999999999,4,13.69
Not Specified,0.02,320.98,58.95,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Jhanjharpur,North,India,2013-06-15,2013-06-17,-243.5097,2,759.6
High,0.06,2.21,1.0,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Bihar,Jhanjharpur,North,India,2013-06-15,2013-06-17,10.029900000000001,72,161.55
Critical,0.05,0.99,2.96,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Gujarat,Bardoli,West,India,2013-06-18,2013-06-19,-361.30752,6,7.11
High,0.05,22.38,15.1,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2013-06-19,2013-06-21,-56.212,27,631.14
Medium,0.1,60.98,30.0,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,2013-06-19,2013-06-20,-626.08,45,2514.69
High,0.02,2.88,0.7,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-06-19,2013-06-21,28.89,72,218.49
High,0.05,22.38,15.1,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Chhattisgarh,Raigarh,North,India,2013-06-19,2013-06-21,-44.9696,7,163.63
Medium,0.1,60.98,30.0,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Chhattisgarh,Raigarh,North,India,2013-06-19,2013-06-20,-500.86400000000003,11,614.7
High,0.02,2.88,0.7,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Chhattisgarh,Raigarh,North,India,2013-06-19,2013-06-21,34.668,18,54.62
Medium,0.03,13.99,7.51,Regular Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Bihar,Madhubani,North,India,2013-06-20,2013-06-22,-30.067200000000003,2,30.19
High,0.01,37.74,2.9,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Bihar,Madhubani,North,India,2013-06-20,2013-06-21,429.7458,16,622.82
Medium,0.01,227.55,32.48,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Bihar,Madhubani,North,India,2013-06-20,2013-06-23,2204.172,18,4229.32
High,0.08,5.78,4.96,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Damoh,West,India,2013-06-22,2013-06-23,-57.160000000000004,18,104.28
High,0.04,65.99,4.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Haryana,Ambala,North,India,2013-06-23,2013-06-24,712.68,8,430.78
Critical,0.04,36.65,22.6,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,Punjab,Sangrur,West,India,2013-06-24,2013-06-26,-366.664,18,641.97
High,0.05,4.28,6.18,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,2013-06-25,2013-06-27,-22.56,12,73.71
High,0.03,15.16,15.09,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Latur,West,India,2013-06-27,2013-06-28,219.97799999999998,6,94.44
High,0.05,223.98,15.01,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Jharkhand,Godda,North,India,2013-06-28,2013-06-30,-18.032000000000004,12,2584.53
Medium,0.05,122.99,70.2,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Purnia,North,India,2013-06-28,2013-06-29,-93.43599999999999,13,1636.9
Not Specified,0.08,205.99,5.0,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,West Bengal,Jhargram,East,India,2013-06-29,2013-06-30,2021.7827999999997,17,2930.12
High,0.03,83.93,19.99,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Bihar,Munger,North,India,2013-06-29,2013-06-30,838.8467999999999,14,1215.72
High,0.06,22.84,5.47,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Munger,North,India,2013-06-29,2013-06-30,72.432,5,112.67
High,0.03,2.61,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Orissa,Sambalpur,East,India,2013-06-30,2013-06-30,17.130900000000004,17,44.52
Not Specified,0.0001,179.29,29.21,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Rajasthan,Jodhpur,West,India,2013-07-01,2013-07-03,-2209.5640000000003,16,2440.91
Medium,0.09,60.98,30.0,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Ghosi,North,India,2013-07-02,2013-07-03,25.704,4,240.63
High,0.04,165.2,19.99,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Thanjavur,South,India,2013-07-04,2013-07-06,1497.3345,13,2170.05
Not Specified,0.09,8.75,8.54,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Shahdol,West,India,2013-07-06,2013-07-07,-120.04656,14,120.04
Critical,0.07,115.99,5.92,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Satna,West,India,2013-07-07,2013-07-07,1024.9122,15,1485.38
High,0.08,200.97,15.59,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Robertsganj,North,India,2013-07-08,2013-07-10,1067.6025,10,1547.25
High,0.04,4.48,49.0,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Large Box,Uttar Pradesh,Saharanpur,North,India,2013-07-08,2013-07-10,-1637.71488,14,79.01
High,0.0001,22.84,11.54,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Saharanpur,North,India,2013-07-08,2013-07-09,187.81056,17,423.35
High,0.04,225.02,28.66,Delivery Truck,Restaurant Chain,Processed Meat,Fresh Water Eel,Jumbo Drum,Uttar Pradesh,Saharanpur,North,India,2013-07-08,2013-07-10,603.3503999999999,9,2050.93
High,0.02,30.98,5.09,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Bihar,Siwan,North,India,2013-07-08,2013-07-10,2418.9719999999998,2,67.28
High,0.0001,320.98,58.95,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,2013-07-09,2013-07-11,2245.24,38,13255.99
High,0.02,4.76,0.88,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-07-09,2013-07-10,-1.82,1,5.68
High,0.08,4.28,0.94,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-07-09,2013-07-09,25.88,59,245.26
High,0.1,125.99,3.0,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2013-07-09,2013-07-10,-161.117,18,1752.23
High,0.04,21.98,8.32,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,2013-07-09,2013-07-10,40.11,25,539.07
High,0.04,3.81,5.44,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Punjab,Hoshiarpur,West,India,2013-07-09,2013-07-11,-341.044704,2,9.64
Critical,0.06,179.99,13.99,Express Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Medium Box,Himachal Pradesh,Shimla,North,India,2013-07-09,2013-07-11,-23.407999999999998,16,2469.01
High,0.09,5.78,4.96,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Surendranagar,West,India,2013-07-09,2013-07-12,-61.04016000000001,13,71.54
High,0.05,16.91,6.25,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Kerala,Trivandrum,South,India,2013-07-10,2013-07-12,-204.918,17,291.95
High,0.0001,60.98,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Madhya Pradesh,Balaghat,West,India,2013-07-11,2013-07-12,142.4844,2,138.49
High,0.09,6.68,1.5,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Jalaun,North,India,2013-07-12,2013-07-14,170.274,2,13.36
Not Specified,0.0001,205.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Eluru,South,India,2013-07-13,2013-07-15,1280.6192999999998,10,1855.97
High,0.06,19.84,4.1,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Howrah,East,India,2013-07-15,2013-07-17,207.858,8,155.16
High,0.02,3.29,1.35,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Madhya Pradesh,Mandsaur,West,India,2013-07-15,2013-07-17,-100.8826,18,62.0
High,0.01,2.78,1.34,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Telangana,Nizamabad,South,India,2013-07-16,2013-07-16,0.8268800000000007,8,22.93
High,0.06,15.42,10.68,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Telangana,Nizamabad,South,India,2013-07-16,2013-07-17,-33.38832,1,18.18
High,0.1,24.92,12.98,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,West Bengal,Medinipur,East,India,2013-07-16,2013-07-17,-40.361999999999995,9,212.23
Low,0.09,306.14,26.53,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Drum,Andhra Pradesh,Vizianagaram,South,India,2013-07-16,2013-07-18,-177.24,11,3196.77
High,0.05,4.98,5.49,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vizianagaram,South,India,2013-07-16,2013-07-25,-8.288,9,47.04
High,0.0001,16.74,5.08,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surat,West,India,2013-07-17,2013-07-18,24.312,16,274.93
High,0.0001,59.78,10.29,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surat,West,India,2013-07-17,2013-07-19,39.882,4,252.43
High,0.03,11.66,7.95,Express Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Kerala,Kannur,South,India,2013-07-17,2013-07-19,-19.2878,16,189.79
High,0.08,3.14,1.92,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Wrap Bag,Gujarat,Patan,West,India,2013-07-18,2013-07-20,-48.11712,12,37.79
High,0.01,4.98,4.95,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghaziabad,North,India,2013-07-20,2013-07-20,-54.0845,36,193.21
Not Specified,0.08,7.59,4.0,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-07-20,2013-07-22,13.44,39,277.9
High,0.04,2.18,0.78,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-07-20,2013-07-21,6.67,55,120.8
High,0.01,4.13,0.5,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Banda,North,India,2013-07-20,2013-07-27,21.452099999999998,7,31.09
Low,0.04,209.84,21.21,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,Uttar Pradesh,Banda,North,India,2013-07-20,2013-07-29,600.231,4,869.9
Not Specified,0.04,270.98,50.0,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,West Bengal,Asansol,East,India,2013-07-21,2013-07-22,-414.7776,1,280.45
Medium,0.02,55.5,52.2,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Chhattisgarh,Durg,North,India,2013-07-21,2013-07-22,-165.86544,4,251.49
High,0.01,15.51,5.8,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Chhattisgarh,Durg,North,India,2013-07-21,2013-07-22,7.9967999999999995,8,134.19
Not Specified,0.03,80.97,30.06,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Andhra Pradesh,Kadapa,South,India,2013-07-21,2013-07-23,469.9616,15,1200.38
High,0.05,5.28,5.66,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Kadapa,South,India,2013-07-21,2013-07-22,-87.81648000000001,13,71.71
High,0.0001,15.01,8.4,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghaziabad,North,India,2013-07-22,2013-07-23,-8.590499999999999,14,231.13
High,0.06,11.97,4.98,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Bihar,Samastipur,North,India,2013-07-22,2013-07-24,8.466,15,172.16
High,0.02,15.04,1.97,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Kakinada,South,India,2013-07-22,2013-07-27,41.334,11,169.31
Critical,0.09,13.99,7.51,Regular Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Rewa,West,India,2013-07-23,2013-07-24,-37.9407,46,613.65
Critical,0.07,23.99,15.68,Delivery Truck,Personel Usage,Preserved Food,Marmalade,Jumbo Drum,Tamil Nadu,Dharmapuri,South,India,2013-07-23,2013-07-24,-115.68199999999999,7,163.23
Not Specified,0.08,65.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Jharkhand,Godda,North,India,2013-07-25,2013-07-27,136.554,11,615.77
Critical,0.1,200.97,15.59,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Jharkhand,Godda,North,India,2013-07-27,2013-07-27,1225.5479999999998,11,2009.5
Low,0.02,105.34,24.49,Express Air,Personel Usage,Preserved Food,Marmalade,Large Box,Telangana,Mahbubnagar,South,India,2013-07-27,2013-08-05,-2549.176,4,439.45
Low,0.08,39.89,3.04,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-07-27,2013-08-01,391.22999999999996,15,567.0
High,0.03,4.91,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Chandauli,North,India,2013-07-27,2013-07-29,1.4144,1,5.05
Low,0.08,70.71,37.58,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Gujarat,Surendranagar,West,India,2013-07-28,2013-07-28,-751.8801599999999,14,951.56
High,0.05,15.67,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Andhra Pradesh,Vizianagaram,South,India,2013-07-29,2013-07-31,5.507999999999999,2,30.96
High,0.09,5.98,5.14,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vizianagaram,South,India,2013-07-29,2013-07-30,10.62,7,41.51
Medium,0.02,6.6,4.07,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Rajmahal,North,India,2013-07-29,2013-07-31,30.113999999999997,14,95.6
Medium,0.02,155.99,8.08,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Rajmahal,North,India,2013-07-29,2013-07-31,72.006,8,1127.31
Critical,0.08,6.28,5.29,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Punjab,Patiala,West,India,2013-07-29,2013-07-30,4.5300000000000065,14,89.26
High,0.06,20.98,53.03,Delivery Truck,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Jumbo Drum,Haryana,Faridabad,North,India,2013-07-29,2013-07-31,-189.14280000000002,1,37.6
Not Specified,0.06,150.98,39.25,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,2013-07-31,2013-08-01,25.20675,1,148.34
Critical,0.02,2.12,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Punjab,Jalandhar,West,India,2013-07-31,2013-08-03,-29.21136,10,23.15
High,0.08,11.34,11.25,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Punjab,Jalandhar,West,India,2013-07-31,2013-08-02,-33.80784,2,25.87
High,0.04,48.91,5.81,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Punjab,Jalandhar,West,India,2013-07-31,2013-08-01,199.98269999999997,6,289.83
High,0.03,24.92,12.98,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,West Bengal,Murshidabad,East,India,2013-07-31,2013-08-04,-22.056264,2,56.92
High,0.03,10.98,3.37,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,West Bengal,Murshidabad,East,India,2013-07-31,2013-08-04,55.67296,15,170.55
Not Specified,0.06,3502.14,8.73,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Box,West Bengal,Barasat,East,India,2013-08-01,2013-08-03,-1808.821524,3,10567.36
Not Specified,0.01,4.95,5.32,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Maharashtra,Osmanabad,West,India,2013-08-01,2013-08-02,28.59,17,90.14
High,0.0001,14.98,7.69,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Osmanabad,West,India,2013-08-01,2013-08-02,-60.928000000000004,20,321.52
Low,0.07,100.98,35.84,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Baghpat,North,India,2013-08-02,2013-08-07,-83.55344000000001,9,888.48
Low,0.01,70.98,26.74,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Baghpat,North,India,2013-08-02,2013-08-07,162.50135999999998,25,1858.23
Low,0.05,182.55,69.0,Regular Air,Stand Alone Restaurants,Preserved Food,Jams,Large Box,Uttar Pradesh,Baghpat,North,India,2013-08-02,2013-08-04,-249.98192000000006,8,1491.25
High,0.01,46.89,5.1,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Bihar,Araria,North,India,2013-08-02,2013-08-04,193.94519999999997,6,281.08
High,0.08,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Maharashtra,Thane,West,India,2013-08-03,2013-08-04,-42.35,3,13.95
High,0.1,6.48,6.22,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Raipur,North,India,2013-08-04,2013-08-06,-6.987520000000002,2,15.48
Critical,0.06,35.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Chhattisgarh,Raipur,North,India,2013-08-04,2013-08-06,500.00849999999997,24,724.65
High,0.01,3.95,2.0,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Telangana,Adilabad,South,India,2013-08-04,2013-08-05,-20.253800000000002,12,47.97
High,0.06,64.98,6.88,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Telangana,Adilabad,South,India,2013-08-04,2013-08-06,20.91,3,188.52
Critical,0.02,10.64,5.16,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Punjab,Sangrur,West,India,2013-08-04,2013-08-05,-16.578400000000002,20,215.36
High,0.03,535.64,14.7,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Tamil Nadu,Krishnagiri,South,India,2013-08-07,2013-08-08,8202.5682,22,11887.78
High,0.06,1.98,0.7,Regular Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Maharashtra,Kalyan,West,India,2013-08-07,2013-08-07,-5.87664,11,20.83
High,0.09,9.71,9.45,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Andhra Pradesh,Vizianagaram,South,India,2013-08-08,2013-08-08,6.3342,1,13.92
Critical,0.09,400.97,48.26,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Tamil Nadu,Krishnagiri,South,India,2013-08-09,2013-08-10,3793.1852999999996,15,5497.37
High,0.05,11.66,7.95,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2013-08-10,2013-08-11,-162.24,92,1075.74
High,0.03,8.6,6.19,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Machhlishahr,North,India,2013-08-10,2013-08-12,18.912,1,11.77
High,0.08,165.2,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Machhlishahr,North,India,2013-08-10,2013-08-11,8004.156,5,769.92
High,0.06,6.48,6.22,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Hajipur,North,India,2013-08-10,2013-08-14,-14.640720000000002,6,39.94
High,0.02,11.97,5.81,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Bihar,Jhanjharpur,North,India,2013-08-12,2013-08-12,-81.9413,76,912.06
Low,0.03,159.31,60.0,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Drum,Bihar,Jhanjharpur,North,India,2013-08-12,2013-08-16,11.034899999999999,34,5689.28
Medium,0.1,4.77,2.39,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Misrikh,North,India,2013-08-12,2013-08-13,-12.91928,5,22.79
High,0.07,40.99,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Basti,North,India,2013-08-12,2013-08-14,6.48,25,1020.2
High,0.07,4.24,5.41,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Varanasi,North,India,2013-08-12,2013-08-12,-6.090124000000001,4,25.29
Medium,0.0001,12.58,5.16,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Maharashtra,Aurangabad,West,India,2013-08-12,2013-08-12,222.48391999999996,25,323.42
High,0.0001,4.13,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Telangana,Nalgonda,South,India,2013-08-12,2013-08-17,32.574,18,80.78
High,0.08,3.89,7.01,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Rohtak,North,India,2013-08-13,2013-08-13,-111.835936,25,96.56
High,0.04,85.99,0.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2013-08-14,2013-08-16,897.867,76,5546.06
High,0.04,3.36,6.27,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Banda,North,India,2013-08-14,2013-08-16,-10.839348000000001,3,13.54
Critical,0.04,70.98,26.85,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Orissa,Koraput,East,India,2013-08-14,2013-08-16,377.02648,23,1706.04
High,0.03,40.99,17.48,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Orissa,Koraput,East,India,2013-08-14,2013-08-15,363.06312,16,677.0
High,0.02,24.95,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Andhra Pradesh,Amalapuram,South,India,2013-08-14,2013-08-16,-106.554,5,133.53
High,0.09,4.0,1.3,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Amalapuram,South,India,2013-08-14,2013-08-15,-680.568,11,41.49
